NO.	compound_name	IUPAC_name	SMILES	CID	logBB	BBB+/BBB-	Inchi	threshold	reference	group	comments
454	chembl1950330	[2-(cyclopropylmethyl)-5-prop-2-enyl-3,4-dihydro-1h-pyrido[4,3-b]indol-8-yl]-(4-methylpiperidin-1-yl)methanone	C=CCn1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(CC1CC1)CC2	11502034	-0.13	BBB+	InChI=1S/C25H33N3O/c1-3-11-28-23-7-6-20(25(29)27-13-8-18(2)9-14-27)15-21(23)22-17-26(12-10-24(22)28)16-19-4-5-19/h3,6-7,15,18-19H,1,4-5,8-14,16-17H2,2H3		R2|R2|R25|R27|R46|	A	
455			CC(C)NCCCOc1cccc(CN2CCCCC2)c1		-0.13	BBB+	InChI=1S/C18H30N2O/c1-16(2)19-10-7-13-21-18-9-6-8-17(14-18)15-20-11-4-3-5-12-20/h6,8-9,14,16,19H,3-5,7,10-13,15H2,1-2H3		R43|	A	
456	cis-1,2-dichloroethylene	(z)-1,2-dichloroethene	Cl/C=C\Cl	643833	-0.13	BBB+	InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1-		R21|R38|R40|R41|R47|R43|	A	
457	phenobarbital	5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione	CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	4763	-0.12	BBB+	InChI=1S/C12H12N2O3/c1-2-12(8-6-4-3-5-7-8)9(15)13-11(17)14-10(12)16/h3-7H,2H2,1H3,(H2,13,14,15,16,17)		R20|R2|R2|R25|R27|R46|	A	
458	bisphenol a	4-[2-(4-hydroxyphenyl)propan-2-yl]phenol	CC(C)(c1ccc(O)cc1)c1ccc(O)cc1	6623	-0.12	BBB+	InChI=1S/C15H16O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12/h3-10,16-17H,1-2H3		R2|R2|R3|R8|R21|R25|R27|R27|R38|R40|R41|R43|R47|	A	
459	9h-xanthene-9-carboxamide, n-[2-(1-methylethyl)-2h-tetrazol-5-yl]-	n-(2-propan-2-yltetrazol-5-yl)-9h-xanthene-9-carboxamide	CC(C)n1nnc(NC(=O)C2c3ccccc3Oc3ccccc32)n1	9862542	-0.12	BBB+	InChI=1S/C18H17N5O2/c1-11(2)23-21-18(20-22-23)19-17(24)16-12-7-3-5-9-14(12)25-15-10-6-4-8-13(15)16/h3-11,16H,1-2H3,(H,19,21,24)		R47|	A	
460	y17	5-[2-[(3r)-1-methyl-5-oxopyrrolidin-3-yl]ethyl]-3,4-dihydro-2h-pyrido[4,3-b]indol-1-one	CN1C[C@H](CCn2c3c(c4ccccc42)C(=O)NCC3)CC1=O	140430644	-0.12	BBB+	InChI=1S/C18H21N3O2/c1-20-11-12(10-16(20)22)7-9-21-14-5-3-2-4-13(14)17-15(21)6-8-19-18(17)23/h2-5,12H,6-11H2,1H3,(H,19,23)/t12-/m1/s1		R11|	A	
461	chebi: 337303	4-benzyl-3-nitro-n-[2-(pyridin-2-ylmethylsulfanyl)ethyl]-1h-pyrrol-2-amine	O=[N+]([O-])c1c(Cc2ccccc2)c[nH]c1NCCSCc1ccccn1	14022483	-0.12	BBB+	InChI=1S/C19H20N4O2S/c24-23(25)18-16(12-15-6-2-1-3-7-15)13-22-19(18)21-10-11-26-14-17-8-4-5-9-20-17/h1-9,13,21-22H,10-12,14H2		R2|R2|R3|R3|R4|R7|R8|R12|R18|R21|R25|R26|R27|R27|R27|R38|R38|R40|R41|R41|R43|R46|R47|R48|R49|	A	
462			CN(C)C1CCN(Cc2ccc(C(=O)Nc3cc(-c4ccccc4)ccc3N)cc2)CC1		-0.11	BBB+	InChI=1S/C27H32N4O/c1-30(2)24-14-16-31(17-15-24)19-20-8-10-22(11-9-20)27(32)29-26-18-23(12-13-25(26)28)21-6-4-3-5-7-21/h3-13,18,24H,14-17,19,28H2,1-2H3,(H,29,32)		R47|	A	
463	vinblastine	methyl 11-acetyloxy-12-ethyl-4-(17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl)-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate	CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1	3823887	-0.1	BBB+	InChI=1S/C46H58N4O9/c1-8-42(54)23-28-24-45(40(52)57-6,36-30(15-19-49(25-28)26-42)29-13-10-11-14-33(29)47-36)32-21-31-34(22-35(32)56-5)48(4)38-44(31)17-20-50-18-12-16-43(9-2,37(44)50)39(59-27(3)51)46(38,55)41(53)58-7/h10-14,16,21-22,28,37-39,47,54-55H,8-9,15,17-20,23-26H2,1-7H3		R47|R2|R2|R27|R27|R40|	A	
464	phenytoin	5,5-diphenylimidazolidine-2,4-dione	O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1	1775	-0.1	BBB+	InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)		R18|R26|R27|R3|R25|R38|R41|R46|R40|R50|R27|R2|R2|R8|R21|R27|R3|R11|R12|R35|R36|R39|R43|R47|R5|R44|	A	
465	thiopental (thiopentone)	5-ethyl-5-pentan-2-yl-2-sulfanylidene-1,3-diazinane-4,6-dione	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	3000715	-0.1	BBB+	InChI=1S/C11H18N2O2S/c1-4-6-7(3)11(5-2)8(14)12-10(16)13-9(11)15/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16)		R4|R40|R8|R21|R27|R2|R2|R27|R3|R47|R38|R41|R3|R12|R18|R25|R26|R27|R35|R36|R39|R43|R46|R5|	A	
466	antipyrine ok	1,5-dimethyl-2-phenylpyrazol-3-one	Cc1cc(=O)n(-c2ccccc2)n1C	2206	-0.1	BBB+	InChI=1S/C11H12N2O/c1-9-8-11(14)13(12(9)2)10-6-4-3-5-7-10/h3-8H,1-2H3		R3|R38|R41|R40|R8|R21|R27|R2|R2|R27|R3|R3|R5|R11|R17|R18|R26|R27|R46|R47|R48|R12|R25|R35|R36|R39|R43|R49|R49|R44|R42|	A	
467	2-propanol (isopropanol)	propan-2-ol	CC(C)O	3776	-0.1	BBB+	InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3		R5|R39|R2|R2|R8|R27|R11|R12|R12|R17|R18|R21|R22|R25|R26|R27|R27|R32|R33|R36|R43|R46|R48|R49|R40|R3|R38|R41|R47|R44|	A	
468	2-butanone	butan-2-one	CCC(C)=O	6569	-0.1	BBB+	InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3		R3|R38|R41|R47|R40|R5|R11|R12|R17|R22|R25|R32|R33|R35|R36|R39|R43|R46|R48|R49|R2|R2|R27|R8|R21|R27|R44|R44|	A	
469	pindolol	1-(1h-indol-4-yloxy)-3-(propan-2-ylamino)propan-2-ol	CC(C)NCC(O)COc1cccc2[nH]ccc12	4828	-0.1	BBB+	InChI=1S/C14H20N2O2/c1-10(2)16-8-11(17)9-18-14-5-3-4-13-12(14)6-7-15-13/h3-7,10-11,15-17H,8-9H2,1-2H3		R3|R18|R26|R27|R47|R2|R2|R8|R21|R27|R27|R43|R46|R40|R25|R38|R41|R3|R42|	A	
470	carbamazepine	benzo[b][1]benzazepine-11-carboxamide	NC(=O)N1c2ccccc2C=Cc2ccccc21	2554	-0.1	BBB+	InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)		R11|R12|R25|R46|R48|R18|R26|R27|R20|R27|R2|R2|R40|R50|R21|R27|R8|R3|R5|R11|R36|R38|R39|R41|R43|R47|R49|R49|R44|	A	
471	151-83-7	5-hex-3-yn-2-yl-1-methyl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione	C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O	9034	-0.1	BBB+	InChI=1S/C14H18N2O3/c1-5-7-8-10(3)14(9-6-2)11(17)15-13(19)16(4)12(14)18/h6,10H,2,5,9H2,1,3-4H3,(H,15,17,19)		R5|R8|R21|R27|R2|R2|R27|R3|R4|R11|R12|R20|R25|R35|R36|R38|R39|R41|R43|R46|R47|R40|R44|	A	
472	progesterone	(8s,9s,10r,13s,14s,17s)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	5994	-0.1	BBB+	InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1		R2|R2|R20|R25|R27|R46|	A	
473	-		CC(F)OC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2		-0.1	BBB+	InChI=1S/C15H13F2N3O3/c1-8(16)23-15(22)13-12-6-19(2)14(21)10-5-9(17)3-4-11(10)20(12)7-18-13/h3-5,7-8H,6H2,1-2H3		R46|R2|R2|R27|R25|R41|R3|R38|R40|R8|R43|R47|	A	
474	kcl-440	4-[4-[(dimethylamino)methyl]phenyl]-5-hydroxy-2h-isoquinolin-1-one	CN(C)Cc1ccc(-c2c[nH]c(=O)c3cccc(O)c23)cc1	9839073	-0.1	BBB+	InChI=1S/C18H18N2O2/c1-20(2)11-12-6-8-13(9-7-12)15-10-19-18(22)14-4-3-5-16(21)17(14)15/h3-10,21H,11H2,1-2H3,(H,19,22)		R20|R2|R2|R25|R27|R46|	A	chemical name corrected
475	prucalopride	4-amino-5-chloro-n-[1-(3-methoxypropyl)piperidin-4-yl]-2,3-dihydro-1-benzofuran-7-carboxamide	COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1	3052762	-0.1	BBB+	InChI=1S/C18H26ClN3O3/c1-24-9-2-6-22-7-3-12(4-8-22)21-18(23)14-11-15(19)16(20)13-5-10-25-17(13)14/h11-12H,2-10,20H2,1H3,(H,21,23)		R2|R2|R25|R27|R46|R47|	A	
476	rofecoxib, vioxx	3-(4-methylsulfonylphenyl)-4-phenyl-2h-furan-5-one	CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1	5090	-0.1	BBB+	InChI=1S/C17H14O4S/c1-22(19,20)14-9-7-12(8-10-14)15-11-21-17(18)16(15)13-5-3-2-4-6-13/h2-10H,11H2,1H3		R2|R2|R18|R20|R25|R26|R27|R27|R46|	A	
477	iodoantipyrine	4-iodo-1,5-dimethyl-2-phenylpyrazol-3-one	Cc1c(I)c(=O)n(-c2ccccc2)n1C	8522	-0.1	BBB+	InChI=1S/C11H11IN2O/c1-8-10(12)11(15)14(13(8)2)9-6-4-3-5-7-9/h3-7H,1-2H3		R2|R2|R3|R8|R21|R25|R27|R27|R38|R40|R41|R43|R46|R47|	A	
478	schembl7481790	7-(2-methylpyridin-4-yl)-2-pyridin-2-yl-[1,2,4]triazolo[1,5-a]pyridin-5-amine	Cc1cc(-c2cc(N)n3nc(-c4ccccn4)nc3c2)ccn1	22629653	-0.1	BBB+	InChI=1S/C17H14N6/c1-11-8-12(5-7-19-11)13-9-15(18)23-16(10-13)21-17(22-23)14-4-2-3-6-20-14/h2-10H,18H2,1H3		R47|	A	
479	2,3,5,6-tetramethylpyrazine	2,3,5,6-tetramethylpyrazine	Cc1nc(C)c(C)nc1C	14296	-0.1	BBB+	InChI=1S/C8H12N2/c1-5-6(2)10-8(4)7(3)9-5/h1-4H3		R18|R26|R27|	A	
480	vinyltrichloride	1,1,2-trichloroethane	ClCC(Cl)Cl	6574	-0.1	BBB+	InChI=1S/C2H3Cl3/c3-1-2(4)5/h2H,1H2		R2|R2|R3|R8|R21|R25|R27|R27|R38|R40|R41|R43|R46|R47|	A	
481	58-08-2	1,3,7-trimethylpurine-2,6-dione	Cn1c(=O)c2c(ncn2C)n(C)c1=O	2519	-0.1	BBB+	InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3		R5|R3|R11|R17|R46|R47|R48|R12|R25|R36|R49|R49|R27|R43|R2|R2|R21|R27|R8|R50|R40|R18|R26|R27|R4|R38|R41|R3|R44|	A	
482	sb 656104a	6-[2-[2-[4-(4-chlorophenoxy)piperidin-1-yl]ethyl]pyrrolidin-1-yl]sulfonyl-1h-indole	O=S(=O)(c1ccc2cc[nH]c2c1)N1CCCC1CCN1CCC(Oc2ccc(Cl)cc2)CC1	56947090	-0.1	BBB+	InChI=1S/C25H30ClN3O3S/c26-20-4-6-22(7-5-20)32-23-11-16-28(17-12-23)15-10-21-2-1-14-29(21)33(30,31)24-8-3-19-9-13-27-25(19)18-24/h3-9,13,18,21,23,27H,1-2,10-12,14-17H2		R18|R26|R27|	A	
483	59468-90-5	[8-chloro-6-(2-fluorophenyl)-4h-imidazo[1,5-a][1,4]benzodiazepin-1-yl]methanol	OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2	107917	-0.1	BBB+	InChI=1S/C18H13ClFN3O/c19-11-5-6-16-14(7-11)18(13-3-1-2-4-15(13)20)22-9-12-8-21-17(10-24)23(12)16/h1-8,24H,9-10H2		R5|R21|R27|R2|R2|R8|R27|R3|R4|R11|R18|R26|R27|R36|R38|R39|R40|R41|R43|R47|R44|	A	
484	84379-13-5	tert-butyl 14-bromo-12-oxo-2,4,11-triazatetracyclo[11.4.0.02,6.07,11]heptadeca-1(17),3,5,13,15-pentaene-5-carboxylate	CC(C)(C)OC(=O)c1ncn2c1C1CCCN1C(=O)c1c(Br)cccc1-2	9823370	-0.09	BBB+	InChI=1S/C19H20BrN3O3/c1-19(2,3)26-18(25)15-16-13-8-5-9-22(13)17(24)14-11(20)6-4-7-12(14)23(16)10-21-15/h4,6-7,10,13H,5,8-9H2,1-3H3		R40|R4|R18|R26|R27|R27|R36|R43|R47|	A	
485	bretazenil	tert-butyl (7s)-14-bromo-12-oxo-2,4,11-triazatetracyclo[11.4.0.02,6.07,11]heptadeca-1(17),3,5,13,15-pentaene-5-carboxylate	CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2	107926	-0.09	BBB+	InChI=1S/C19H20BrN3O3/c1-19(2,3)26-18(25)15-16-13-8-5-9-22(13)17(24)14-11(20)6-4-7-12(14)23(16)10-21-15/h4,6-7,10,13H,5,8-9H2,1-3H3/t13-/m0/s1		R8|R2|R2|R11|R21|R25|R27|R39|R46|R44|	A	
486	bretazenil	tert-butyl 15-bromo-12-oxo-2,4,11-triazatetracyclo[11.4.0.02,6.07,11]heptadeca-1(17),3,5,13,15-pentaene-5-carboxylate	CC(C)(C)OC(=O)c1ncn2c1C1CCCN1C(=O)c1cc(Br)ccc1-2	133109366	-0.09	BBB+	InChI=1S/C19H20BrN3O3/c1-19(2,3)26-18(25)15-16-14-5-4-8-22(14)17(24)12-9-11(20)6-7-13(12)23(16)10-21-15/h6-7,9-10,14H,4-5,8H2,1-3H3		R3|R38|R41|	A	
487	17-(dimethylaminoethylamino)-17-demethoxygeldamycin	[(4z,6z,10z)-19-[2-(dimethylamino)ethylamino]-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate	COC1/C=C\C=C(\C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(CC(C)CC(OC)C(O)C(C)/C=C(/C)C1OC(N)=O)C2=O	6121520	-0.09	BBB+	InChI=1S/C32H48N4O8/c1-18-14-22-27(34-12-13-36(5)6)24(37)17-23(29(22)39)35-31(40)19(2)10-9-11-25(42-7)30(44-32(33)41)21(4)16-20(3)28(38)26(15-18)43-8/h9-11,16-18,20,25-26,28,30,34,38H,12-15H2,1-8H3,(H2,33,41)(H,35,40)/b11-9-,19-10-,21-16-		R20|	A	
488	17-(dimethylaminoethylamino)-17-demethoxygeldamycin		CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@H](C)C[C@@H](OC)[C@@H](O)[C@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O		-0.09	BBB+	InChI=1S/C32H48N4O8/c1-18-14-22-27(34-12-13-36(5)6)24(37)17-23(29(22)39)35-31(40)19(2)10-9-11-25(42-7)30(44-32(33)41)21(4)16-20(3)28(38)26(15-18)43-8/h9-11,16-18,20,25-26,28,30,34,38H,12-15H2,1-8H3,(H2,33,41)(H,35,40)/b11-9-,19-10+,21-16+/t18-,20+,25-,26+,28-,30-/m0/s1		R25|	A	
489	s121		Cn1nc(CC(=O)NC2CC[N+]3(C)CCCC2C3)c2ccccc21		-0.08	BBB+	InChI=1S/C19H26N4O/c1-22-18-8-4-3-7-15(18)17(21-22)12-19(24)20-16-9-11-23(2)10-5-6-14(16)13-23/h3-4,7-8,14,16H,5-6,9-13H2,1-2H3/p+1		R45|	A	
490	s118		CC1CCN(CCC2CCN2S(=O)(=O)c2cccc(O)c2)CC1		-0.08	BBB+	InChI=1S/C17H26N2O3S/c1-14-5-9-18(10-6-14)11-7-15-8-12-19(15)23(21,22)17-4-2-3-16(20)13-17/h2-4,13-15,20H,5-12H2,1H3		R47|	A	
491	topiramate	[(1r,2s,6s,9r)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-6-yl]methyl sulfamate	CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1	5284627	-0.07	BBB+	InChI=1S/C12H21NO8S/c1-10(2)18-7-5-16-12(6-17-22(13,14)15)9(8(7)19-10)20-11(3,4)21-12/h7-9H,5-6H2,1-4H3,(H2,13,14,15)/t7-,8-,9+,12+/m1/s1		R2|R2|R25|R27|R46|R20|	A	
492	1-hydroxymidazolam	8-chloro-6-(2-fluorophenyl)-1-methyl-2,4-dihydroimidazo[1,5-a][1,4]benzodiazepin-1-ol	CC1(O)NC=C2CN=C(c3ccccc3F)c3cc(Cl)ccc3N21	14205604	-0.07	BBB+	InChI=1S/C18H15ClFN3O/c1-18(24)22-10-12-9-21-17(13-4-2-3-5-15(13)20)14-8-11(19)6-7-16(14)23(12)18/h2-8,10,22,24H,9H2,1H3		R2|R2|R12|R25|R27|R35|R46|R47|	A	
493	primidone	5-ethyl-5-phenyl-1,3-diazinane-4,6-dione	CCC1(c2ccccc2)C(=O)NCNC1=O	4909	-0.07	BBB+	InChI=1S/C12H14N2O2/c1-2-12(9-6-4-3-5-7-9)10(15)13-8-14-11(12)16/h3-7H,2,8H2,1H3,(H,13,15)(H,14,16)		R2|R2|R8|R12|R20|R21|R25|R27|R27|R35|R39|R40|R43|R46|R47|	A	
494	lovastatin	[(1s,3r,7s,8s,8ar)-8-[2-[(2r,4r)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2s)-2-methylbutanoate	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	53232	-0.07	BBB+	InChI=1S/C24H36O5/c1-5-15(3)24(27)29-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-19-12-18(25)13-22(26)28-19/h6-7,10,14-16,18-21,23,25H,5,8-9,11-13H2,1-4H3/t14-,15-,16-,18+,19+,20-,21-,23-/m0/s1		R18|R26|R27|R20|	A	
495	vinblastine	methyl (1r,9r,10s,11r,12r,19r)-11-acetyloxy-12-ethyl-4-[(13s,15r,17s)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate	CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1	13342	-0.07	BBB+	InChI=1S/C46H58N4O9/c1-8-42(54)23-28-24-45(40(52)57-6,36-30(15-19-49(25-28)26-42)29-13-10-11-14-33(29)47-36)32-21-31-34(22-35(32)56-5)48(4)38-44(31)17-20-50-18-12-16-43(9-2,37(44)50)39(59-27(3)51)46(38,55)41(53)58-7/h10-14,16,21-22,28,37-39,47,54-55H,8-9,15,17-20,23-26H2,1-7H3/t28-,37-,38+,39+,42-,43+,44+,45-,46-/m0/s1		R8|R21|	A	
496	tetrahydropalmatine	(13as)-2,3,9,10-tetramethoxy-6,8,13,13a-tetrahydro-5h-isoquinolino[2,1-b]isoquinoline	COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2	72301	-0.07	BBB+	InChI=1S/C21H25NO4/c1-23-18-6-5-13-9-17-15-11-20(25-3)19(24-2)10-14(15)7-8-22(17)12-16(13)21(18)26-4/h5-6,10-11,17H,7-9,12H2,1-4H3/t17-/m0/s1		R2|R2|R25|R27|R46|	A	
497	(+)-tetrahydropalmatine	(13ar)-2,3,9,10-tetramethoxy-6,8,13,13a-tetrahydro-5h-isoquinolino[2,1-b]isoquinoline	COc1cc2c(cc1OC)[C@H]1Cc3ccc(OC)c(OC)c3CN1CC2	969488	-0.07	BBB+	InChI=1S/C21H25NO4/c1-23-18-6-5-13-9-17-15-11-20(25-3)19(24-2)10-14(15)7-8-22(17)12-16(13)21(18)26-4/h5-6,10-11,17H,7-9,12H2,1-4H3/t17-/m1/s1		R20|	A	
498	propene	prop-1-ene	C=CC	8252	-0.06	BBB+	InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3		R3|R21|R25|R27|R38|R41|R43|R46|R47|R2|R2|R8|R27|R40|	A	
499	5-allyl-1-methyl-5-(1-methylpentyl)barbituric acid	5-hexan-2-yl-1-methyl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione	C=CCC1(C(C)CCCC)C(=O)NC(=O)N(C)C1=O	48557	-0.06	BBB+	InChI=1S/C14H22N2O3/c1-5-7-8-10(3)14(9-6-2)11(17)15-13(19)16(4)12(14)18/h6,10H,2,5,7-9H2,1,3-4H3,(H,15,17,19)		R18|R26|R27|	A	
500	l-hyoscyamine	(8-methyl-8-azabicyclo[3.2.1]octan-3-yl) 3-hydroxy-2-phenylpropanoate	CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2	3661	-0.06	BBB+	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3		R12|R25|R27|R35|R43|R46|R47|R2|R2|R27|R40|	A	
501	atropine	[(1s,5r)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate	CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2	174174	-0.06	BBB+	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15?,16?		R21|R39|R50|R8|R44|	A	
502	pf-2545920	2-[[4-(1-methyl-4-pyridin-4-ylpyrazol-3-yl)phenoxy]methyl]quinoline	Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1	11581936	-0.06	BBB+	InChI=1S/C25H20N4O/c1-29-16-23(18-12-14-26-15-13-18)25(28-29)20-7-10-22(11-8-20)30-17-21-9-6-19-4-2-3-5-24(19)27-21/h2-16H,17H2,1H3		R47|	A	
503	1,3,7-trimethylxanthine, tms	1,3,7-trimethyl-4,5-dihydropurine-2,6-dione	CN1C(=O)C2C(N=CN2C)N(C)C1=O	427849	-0.06	BBB+	InChI=1S/C8H12N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4-6H,1-3H3		R35|	A	
504	ethenzamide	2-ethoxybenzamide	CCOc1ccccc1C(N)=O	3282	-0.05	BBB+	InChI=1S/C9H11NO2/c1-2-12-8-6-4-3-5-7(8)9(10)11/h3-6H,2H2,1H3,(H2,10,11)		R8|R21|R27|R43|R46|R47|R27|R2|R2|R25|R40|R41|R3|R38|	A	
505	56924-65-3	4-(18f)fluoranyl-1,5-dimethyl-2-phenylpyrazol-3-one	Cc1c(F)c(=O)n(-c2ccccc2)n1C	12718749	-0.05	BBB+	InChI=1S/C11H11FN2O/c1-8-10(12)11(15)14(13(8)2)9-6-4-3-5-7-9/h3-7H,1-2H3		R8|R2|R2|R27|R40|R3|R25|R38|R41|R46|	A	
506	4-fluoroantipyrine	2-(4-fluorophenyl)-1,5-dimethylpyrazol-3-one	Cc1cc(=O)n(-c2ccc(F)cc2)n1C	94957	-0.05	BBB+	InChI=1S/C11H11FN2O/c1-8-7-11(15)14(13(8)2)10-5-3-9(12)4-6-10/h3-7H,1-2H3		R2|R2|R8|R27|R21|R27|R43|R47|	A	
507	bromocytisine	5-bromo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one	O=c1c(Br)ccc2n1CC1CNCC2C1	9807561	-0.05	BBB+	InChI=1S/C11H13BrN2O/c12-9-1-2-10-8-3-7(4-13-5-8)6-14(10)11(9)15/h1-2,7-8,13H,3-6H2		R2|R2|R8|R27|R40|R43|R47|R4|	A	
508	3-bromocytisine	12-bromo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one	O=c1cccc2n1CC1CNC(Br)C2C1	75107290	-0.05	BBB+	InChI=1S/C11H13BrN2O/c12-11-8-4-7(5-13-11)6-14-9(8)2-1-3-10(14)15/h1-3,7-8,11,13H,4-6H2		R2|R2|R27|R25|R27|R46|	A	
509	3-bromocytisine	(1r,9r)-12-bromo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one	O=c1cccc2n1C[C@H]1CNC(Br)[C@@H]2C1	45268400	-0.05	BBB+	InChI=1S/C11H13BrN2O/c12-11-8-4-7(5-13-11)6-14-9(8)2-1-3-10(14)15/h1-3,7-8,11,13H,4-6H2/t7-,8-,11?/m1/s1		R8|R21|	A	
510	compound-4h	n-[1-[[5-chloro-2-(2-methylpropoxy)phenyl]methyl]-5-methylpyrazol-3-yl]-4-(ethylaminomethyl)benzamide	CCNCc1ccc(C(=O)Nc2cc(C)n(Cc3cc(Cl)ccc3OCC(C)C)n2)cc1	24894000	-0.05	BBB+	InChI=1S/C25H31ClN4O2/c1-5-27-14-19-6-8-20(9-7-19)25(31)28-24-12-18(4)30(29-24)15-21-13-22(26)10-11-23(21)32-16-17(2)3/h6-13,17,27H,5,14-16H2,1-4H3,(H,28,29,31)		R18|R26|R27|	A	
511			CNCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1		-0.05	BBB+	InChI=1S/C21H21N3O/c1-23-14-15-7-9-17(10-8-15)21(25)24-20-13-18(11-12-19(20)22)16-5-3-2-4-6-16/h2-13,23H,14,22H2,1H3,(H,24,25)		R47|	A	
