NO.	compound_name	IUPAC_name	SMILES	CID	logBB	Inchi	reference	group	comments
333	ro65-7674	10-(benzenesulfonyl)-11-methylsulfanyl-2-piperazin-1-yl-1,8,12-triazatricyclo[7.3.0.03,7]dodeca-2,7,9,11-tetraene	CSC1=NN2C(=C1S(=O)(=O)C3=CC=CC=C3)N=C4CCCC4=C2N5CCNCC5	6918479.0|6918479.0|6918479.0|	-1.0	InChI=1S/C20H23N5O2S2/c1-28-19-17(29(26,27)14-6-3-2-4-7-14)18-22-16-9-5-8-15(16)20(25(18)23-19)24-12-10-21-11-13-24/h2-4,6-7,21H,5,8-13H2,1H3	R18|R26|R27|	B	
334	celecoxib, celebrex	4-[5-(4-methylphenyl)-3-(trifluoromethyl)pyrazol-1-yl]benzenesulfonamide	CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F	2662.0|2662.0|2662.0|	-1.0	InChI=1S/C17H14F3N3O2S/c1-11-2-4-12(5-3-11)15-10-16(17(18,19)20)22-23(15)13-6-8-14(9-7-13)26(21,24)25/h2-10H,1H3,(H2,21,24,25)	R18|R26|R27|	B	
335	liarozole	6-[(3-chlorophenyl)-imidazol-1-ylmethyl]-1h-benzimidazole	C1=CC(=CC(=C1)Cl)C(C2=CC3=C(C=C2)N=CN3)N4C=CN=C4	60652.0|60652.0|60652.0|60652.0|	-1.0	InChI=1S/C17H13ClN4/c18-14-3-1-2-12(8-14)17(22-7-6-19-11-22)13-4-5-15-16(9-13)21-10-20-15/h1-11,17H,(H,20,21)	R2|R2|R25|R46|	B	
336	ridogrel	5-[(z)-[pyridin-3-yl-[3-(trifluoromethyl)phenyl]methylidene]amino]oxypentanoic acid	C1=CC(=CC(=C1)C(F)(F)F)/C(=N/OCCCCC(=O)O)/C2=CN=CC=C2	5362391.0|5362391.0|5362391.0|5362391.0|	-1.0	InChI=1S/C18H17F3N2O3/c19-18(20,21)15-7-3-5-13(11-15)17(14-6-4-9-22-12-14)23-26-10-2-1-8-16(24)25/h3-7,9,11-12H,1-2,8,10H2,(H,24,25)/b23-17-	R2|R2|R25|R46|	B	
337	chembl1185227	4-[4-(azetidine-1-carbonyl)benzoyl]-1-[4-(1-cyclobutylpiperidin-4-yl)oxyphenyl]piperazin-2-one	C1CC(C1)N2CCC(CC2)OC3=CC=C(C=C3)N4CCN(CC4=O)C(=O)C5=CC=C(C=C5)C(=O)N6CCC6	15986375.0|15986375.0|15986375.0|	-1.0	InChI=1S/C30H36N4O4/c35-28-21-33(30(37)23-7-5-22(6-8-23)29(36)32-15-2-16-32)19-20-34(28)25-9-11-26(12-10-25)38-27-13-17-31(18-14-27)24-3-1-4-24/h5-12,24,27H,1-4,13-21H2	R18|R26|R27|	B	
338	takle-2; l-779,450	2-chloro-5-(2-phenyl-5-pyridin-4-yl-1h-imidazol-4-yl)phenol	C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O	9950176.0|9950176.0|9950176.0|	-1.0	InChI=1S/C20H14ClN3O/c21-16-7-6-15(12-17(16)25)19-18(13-8-10-22-11-9-13)23-20(24-19)14-4-2-1-3-5-14/h1-12,25H,(H,23,24)	R18|R26|R27|	B	
339	anabet	5-[3-(tert-butylamino)-2-hydroxypropoxy]-1,2,3,4-tetrahydronaphthalene-2,3-diol	CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O	4411.0|4411.0|4411.0|4411.0|	-0.95	InChI=1S/C17H27NO4/c1-17(2,3)18-9-12(19)10-22-16-6-4-5-11-7-14(20)15(21)8-13(11)16/h4-6,12,14-15,18-21H,7-10H2,1-3H3	R2|R2|R25|R46|	B	
340	156154-42-6	methyl 4-(4-chloroanilino)-6-methyl-2-oxocyclohex-3-ene-1-carboxylate	CC1CC(=CC(=O)C1C(=O)OC)NC2=CC=C(C=C2)Cl	197322.0|197322.0|197322.0|197322.0|197322.0|197322.0|	-0.95	InChI=1S/C15H16ClNO3/c1-9-7-12(8-13(18)14(9)15(19)20-2)17-11-5-3-10(16)4-6-11/h3-6,8-9,14,17H,7H2,1-2H3	R4|R47|R2|R2|R8|R40|	B	
341	nelfinavir mesylate	n-tert-butyl-2-[2-hydroxy-3-[(3-hydroxy-2-methylbenzoyl)amino]-4-phenylsulfanylbutyl]-3,4,4a,5,6,7,8,8a-octahydro-1h-isoquinoline-3-carboxamide	CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O	4451.0|4451.0|4451.0|4451.0|4451.0|4451.0|4451.0|4451.0|	-0.93	InChI=1S/C32H45N3O4S/c1-21-25(15-10-16-28(21)36)30(38)33-26(20-40-24-13-6-5-7-14-24)29(37)19-35-18-23-12-9-8-11-22(23)17-27(35)31(39)34-32(2,3)4/h5-7,10,13-16,22-23,26-27,29,36-37H,8-9,11-12,17-20H2,1-4H3,(H,33,38)(H,34,39)	R2|R2|R40|R25|R27|R47|R27|R4|	B	
342	miloxacin	5-methoxy-8-oxo-[1,3]dioxolo[4,5-g]quinoline-7-carboxylic acid	CON1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O	37614.0|37614.0|37614.0|37614.0|37614.0|37614.0|37614.0|37614.0|37614.0|37614.0|37614.0|37614.0|37614.0|37614.0|37614.0|	-0.92	InChI=1S/C12H9NO6/c1-17-13-4-7(12(15)16)11(14)6-2-9-10(3-8(6)13)19-5-18-9/h2-4H,5H2,1H3,(H,15,16)	R18|R25|R26|R41|R3|R38|R40|R2|R2|R8|R21|R27|R27|R46|R47|	B	
343	prazosin	[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(furan-2-yl)methanone	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC	4893.0|4893.0|4893.0|4893.0|	-0.9	InChI=1S/C19H21N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h3-4,9-11H,5-8H2,1-2H3,(H2,20,21,22)	R2|R2|R25|R46|	B	
344	glibenclamide	5-chloro-n-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-2-methoxybenzamide	COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3	3488.0|3488.0|3488.0|3488.0|	-0.9	InChI=1S/C23H28ClN3O5S/c1-32-21-12-9-17(24)15-20(21)22(28)25-14-13-16-7-10-19(11-8-16)33(30,31)27-23(29)26-18-5-3-2-4-6-18/h7-12,15,18H,2-6,13-14H2,1H3,(H,25,28)(H2,26,27,29)	R2|R2|R25|R46|	B	
345	prednisone		OC1(C(CO)=O)CC[C@@]([C@]1(C)C2)([H])[C@]3([H])CCC4=CC(C=C[C@]4(C)[C@@]3([H])C2=O)=O	nan|nan|nan|	-0.9	InChI=1S/C21H26O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-15,18,22,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21?/m0/s1	R18|R26|R27|	B	
346	161105-56-2	2-[3-[[(2-benzhydryl-1-azabicyclo[2.2.2]octan-3-yl)amino]methyl]-4-methoxyphenyl]propan-2-ol	CC(C)(C1=CC(=C(C=C1)OC)CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3)O	6426129.0|6426129.0|6426129.0|6426129.0|6426129.0|6426129.0|6426129.0|6426129.0|	-0.89	InChI=1S/C31H38N2O2/c1-31(2,34)26-14-15-27(35-3)25(20-26)21-32-29-24-16-18-33(19-17-24)30(29)28(22-10-6-4-7-11-22)23-12-8-5-9-13-23/h4-15,20,24,28-30,32,34H,16-19,21H2,1-3H3	R25|R46|R47|R4|R2|R2|R8|R40|	B	
347	l001588	n-[1-[(6-aminopyridin-2-yl)methyl]piperidin-4-yl]-2-(3,3-difluorocyclopentyl)-2-hydroxy-2-phenylacetamide	C1CC(CC1C(C2=CC=CC=C2)(C(=O)NC3CCN(CC3)CC4=NC(=CC=C4)N)O)(F)F	19349126.0|19349126.0|19349126.0|19349126.0|19349126.0|19349126.0|19349126.0|19349126.0|	-0.89	InChI=1S/C24H30F2N4O2/c25-23(26)12-9-18(15-23)24(32,17-5-2-1-3-6-17)22(31)29-19-10-13-30(14-11-19)16-20-7-4-8-21(27)28-20/h1-8,18-19,32H,9-16H2,(H2,27,28)(H,29,31)	R18|R26|R27|R47|R4|R2|R2|R40|	B	
348	4201-26-7	n-(4-chloro-2-methylphenyl)-4,5-dihydro-1h-imidazol-2-amine	CC1=C(C=CC(=C1)Cl)NC2=NCCN2	77870.0|77870.0|77870.0|77870.0|77870.0|77870.0|77870.0|	-0.87	InChI=1S/C10H12ClN3/c1-7-6-8(11)2-3-9(7)14-10-12-4-5-13-10/h2-3,6H,4-5H2,1H3,(H2,12,13,14)	R2|R2|R8|R25|R47|R4|R40|	B	
349	takle-1; sb-590885		CN(C)CCOC(C=C1)=CC=C1C2=NC(C3=CC=C(/C(CC4)=N/CO)C4=C3)=C(C5=CC=NC=C5)N2	nan|nan|nan|	-0.85	InChI=1S/C28H29N5O2/c1-33(2)15-16-35-23-7-3-20(4-8-23)28-31-26(19-11-13-29-14-12-19)27(32-28)22-5-9-24-21(17-22)6-10-25(24)30-18-34/h3-5,7-9,11-14,17,34H,6,10,15-16,18H2,1-2H3,(H,31,32)/b30-25+	R18|R26|R27|	B	
350	sulfamethoxypyridazine	4-amino-n-(6-methoxypyridazin-3-yl)benzenesulfonamide	COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N	5330.0|5330.0|5330.0|	-0.85	InChI=1S/C11H12N4O3S/c1-18-11-7-6-10(13-14-11)15-19(16,17)9-4-2-8(12)3-5-9/h2-7H,12H2,1H3,(H,13,15)	R18|R26|R27|	B	
351	nsc169534	7-(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7h-tetracene-5,12-dione	CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O	1691.0|1691.0|1691.0|1691.0|1691.0|1691.0|	-0.83	InChI=1S/C27H29NO11/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34/h3-5,10,13,15,17,22,29,31,33,35-36H,6-9,28H2,1-2H3	R25|R27|R47|R40|R2|R2|	B	
352	doxorubicin	(7s,9s)-7-[(2r,4s,5s,6s)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7h-tetracene-5,12-dione	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O	31703.0|31703.0|	-0.83	InChI=1S/C27H29NO11/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34/h3-5,10,13,15,17,22,29,31,33,35-36H,6-9,28H2,1-2H3/t10-,13-,15-,17-,22+,27-/m0/s1	R21|R8|	B	
353	omeprazole	6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methylsulfinyl]-1h-benzimidazole	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC	4594.0|4594.0|4594.0|4594.0|4594.0|4594.0|4594.0|4594.0|4594.0|4594.0|4594.0|4594.0|	-0.82	InChI=1S/C17H19N3O3S/c1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17/h5-8H,9H2,1-4H3,(H,19,20)	R4|R11|R21|R25|R27|R43|R46|R47|R2|R2|R8|R40|	B	
354	tiotidine (skb10, y-g10)	1-cyano-3-[2-[[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]methylsulfanyl]ethyl]-2-methylguanidine	NC(NC1=NC(CSCC/N=C(NC)/NC#N)=CS1)=N	50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|50287.0|	-0.8	InChI=1S/C10H16N8S2/c1-14-9(16-6-11)15-2-3-19-4-7-5-20-10(17-7)18-8(12)13/h5H,2-4H2,1H3,(H2,14,15,16)(H4,12,13,17,18)	R27|R3|R11|R12|R18|R21|R25|R26|R27|R36|R38|R39|R41|R43|R46|R47|R48|R49|R4|R2|R2|R8|R40|R5|	B	
355	chembl213760	5-(4-ethylphenyl)-13-[methyl(2-pyridin-2-ylethyl)amino]-8-thia-3,5,10-triazatricyclo[7.4.0.02,7]trideca-1(13),2(7),3,9,11-pentaen-6-one	CCC1=CC=C(C=C1)N2C=NC3=C(C2=O)SC4=NC=CC(=C34)N(C)CCC5=CC=CC=N5	44416780.0|44416780.0|44416780.0|44416780.0|	-0.8	InChI=1S/C25H23N5OS/c1-3-17-7-9-19(10-8-17)30-16-28-22-21-20(11-14-27-24(21)32-23(22)25(30)31)29(2)15-12-18-6-4-5-13-26-18/h4-11,13-14,16H,3,12,15H2,1-2H3	R2|R2|R25|R46|	B	
356	colchicine	n-(1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5h-benzo[a]heptalen-7-yl)acetamide	CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC	2833.0|2833.0|2833.0|2833.0|	-0.8	InChI=1S/C22H25NO6/c1-12(24)23-16-8-6-13-10-19(27-3)21(28-4)22(29-5)20(13)14-7-9-18(26-2)17(25)11-15(14)16/h7,9-11,16H,6,8H2,1-5H3,(H,23,24)	R2|R2|R25|R46|	B	
357	risperidone-9-oh		O=C1N2CCCC(O)C2=NC(C)=C1CCN3CCC(C4=COc5cc(F)ccc54)CC3	nan|nan|nan|	-0.8	InChI=1S/C24H28FN3O3/c1-15-18(24(30)28-9-2-3-21(29)23(28)26-15)8-12-27-10-6-16(7-11-27)20-14-31-22-13-17(25)4-5-19(20)22/h4-5,13-14,16,21,29H,2-3,6-12H2,1H3	R18|R26|R27|	B	
358	levodopa	(2s)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid	C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O	6047.0|6047.0|6047.0|6047.0|	-0.8	InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1	R5|R21|R8|R39|	B	
359	d-phenylalanine-l-proline		O=C(O)[C@@H]1CCCN1OC(=O)[C@H](N)Cc2ccccc2	nan|nan|nan|nan|	-0.8	InChI=1S/C14H18N2O4/c15-11(9-10-5-2-1-3-6-10)14(19)20-16-8-4-7-12(16)13(17)18/h1-3,5-6,11-12H,4,7-9,15H2,(H,17,18)/t11-,12+/m1/s1	R2|R2|R25|R46|	B	
360	2',3'-dideoxy-3'-hydroxymethylcytidine	4-amino-1-[4,5-bis(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one	C1C(C(OC1N2C=CC(=NC2=O)N)CO)CO	14840722.0|14840722.0|14840722.0|14840722.0|14840722.0|14840722.0|	-0.79	InChI=1S/C10H15N3O4/c11-8-1-2-13(10(16)12-8)9-3-6(4-14)7(5-15)17-9/h1-2,6-7,9,14-15H,3-5H2,(H2,11,12,16)	R2|R2|R8|R40|R4|R47|	B	
361	penicillic acid	(2e)-3-methoxy-5-methyl-4-oxohexa-2,5-dienoic acid	CC(=C)C(=O)/C(=C\C(=O)O)/OC	5385314.0|5385314.0|5385314.0|5385314.0|	-0.79	InChI=1S/C8H10O4/c1-5(2)8(11)6(12-3)4-7(9)10/h4H,1H2,2-3H3,(H,9,10)/b6-4+	R2|R2|R25|R46|	B	
362	irie-16c	4-[(1-acetylpiperidin-4-yl)methoxy]-2-cyano-n-methyl-6-(spiro[3.5]nonan-7-ylmethylamino)pyrimidine-5-carboxamide	CC(=O)N1CCC(CC1)COC2=NC(=NC(=C2C(=O)NC)NCC3CCC4(CCC4)CC3)C#N	44579173.0|44579173.0|44579173.0|	-0.79	InChI=1S/C25H36N6O3/c1-17(32)31-12-6-19(7-13-31)16-34-24-21(23(33)27-2)22(29-20(14-26)30-24)28-15-18-4-10-25(11-5-18)8-3-9-25/h18-19H,3-13,15-16H2,1-2H3,(H,27,33)(H,28,29,30)	R27|R18|R26|	B	
363	2´,3´-dideoxy-3´-hydroxymethylcytidine		OCC1C(CO)O[C@@H](C1)n(c(n2)=O)ccc2N	nan|nan|nan|nan|	-0.79	InChI=1S/C10H15N3O4/c11-8-1-2-13(10(16)12-8)9-3-6(4-14)7(5-15)17-9/h1-2,6-7,9,14-15H,3-5H2,(H2,11,12,16)/t6?,7?,9-/m0/s1	R2|R2|R25|R46|	B	
364	n-methylthiazolium-dcka		Clc1cc(Cl)cc(c12)[nH]c(cc2=O)C(=O)OCCc3c(C)[n+](C)cs3	nan|nan|nan|nan|nan|	-0.78	InChI=1S/C17H14Cl2N2O3S/c1-9-15(25-8-21(9)2)3-4-24-17(23)13-7-14(22)16-11(19)5-10(18)6-12(16)20-13/h5-8H,3-4H2,1-2H3/p+1	R2|R2|R20|R25|R46|	B	
365	levodopa	2-amino-3-(3,4-dihydroxyphenyl)propanoic acid	C1=CC(=C(C=C1CC(C(=O)O)N)O)O	836.0|836.0|836.0|836.0|836.0|836.0|836.0|836.0|836.0|836.0|	-0.77	InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)	R27|R43|R2|R2|R12|R25|R35|R46|R47|R40|	B	
366	ofloxacin	7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O	4583.0|4583.0|4583.0|4583.0|	-0.76	InChI=1S/C18H20FN3O4/c1-10-9-26-17-14-11(16(23)12(18(24)25)8-22(10)14)7-13(19)15(17)21-5-3-20(2)4-6-21/h7-8,10H,3-6,9H2,1-2H3,(H,24,25)	R2|R2|R25|R46|	B	
367	indinavir	1-[4-benzyl-2-hydroxy-5-[(2-hydroxy-2,3-dihydro-1h-inden-1-yl)amino]-5-oxopentyl]-n-tert-butyl-4-(pyridin-3-ylmethyl)piperazine-2-carboxamide	CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5	3706.0|3706.0|3706.0|3706.0|3706.0|3706.0|3706.0|3706.0|3706.0|3706.0|3706.0|3706.0|3706.0|3706.0|3706.0|	-0.74	InChI=1S/C36H47N5O4/c1-36(2,3)39-35(45)31-24-40(22-26-12-9-15-37-21-26)16-17-41(31)23-29(42)19-28(18-25-10-5-4-6-11-25)34(44)38-33-30-14-8-7-13-27(30)20-32(33)43/h4-15,21,28-29,31-33,42-43H,16-20,22-24H2,1-3H3,(H,38,44)(H,39,45)	R46|R2|R2|R12|R25|R35|R41|R3|R38|R40|R27|R36|R43|R47|R4|	B	
368	chembl344991	4-benzyl-n-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-3-nitro-1h-pyrrol-2-amine	CN(C)CC1=CC=C(O1)CSCCNC2=C(C(=CN2)CC3=CC=CC=C3)[N+](=O)[O-]	14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|14022484.0|	-0.73	InChI=1S/C21H26N4O3S/c1-24(2)14-18-8-9-19(28-18)15-29-11-10-22-21-20(25(26)27)17(13-23-21)12-16-6-4-3-5-7-16/h3-9,13,22-23H,10-12,14-15H2,1-2H3	R2|R2|R8|R40|R3|R12|R21|R25|R27|R36|R38|R41|R43|R46|R47|R48|R49|R49|R4|	B	
369	bbcpd60		CN(C)Cc1ccc(o1)SCCNc([nH]c2)c([N+]([O-])=O)c2Cc3ccccc3	nan|nan|nan|nan|nan|nan|nan|	-0.73	InChI=1S/C20H24N4O3S/c1-23(2)14-17-8-9-18(27-17)28-11-10-21-20-19(24(25)26)16(13-22-20)12-15-6-4-3-5-7-15/h3-9,13,21-22H,10-12,14H2,1-2H3	R2|R2|R8|R3|R38|R41|R43|	B	
370	b-057		CN(C)CC1=CC=C(CSCCNC2=C(Cc3ccccc3)C=CN2)O1	nan|nan|nan|	-0.73	InChI=1S/C21H27N3OS/c1-24(2)15-19-8-9-20(25-19)16-26-13-12-23-21-18(10-11-22-21)14-17-6-4-3-5-7-17/h3-11,22-23H,12-16H2,1-2H3	R18|R26|R27|	B	
371	roscovitine	2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol	CCC(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3	5097.0|5097.0|5097.0|	-0.72	InChI=1S/C19H26N6O/c1-4-15(11-26)22-19-23-17(20-10-14-8-6-5-7-9-14)16-18(24-19)25(12-21-16)13(2)3/h5-9,12-13,15,26H,4,10-11H2,1-3H3,(H2,20,22,23,24)	R18|R26|R27|	B	
372	zidovudine	[2-(hydroxymethyl)-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-3-yl]imino-iminoazanium	CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=N	6327751.0|6327751.0|6327751.0|6327751.0|6327751.0|	-0.72	InChI=1S/C10H13N5O4/c1-5-3-15(10(18)12-9(5)17)8-2-6(13-14-11)7(4-16)19-8/h3,6-8,11,16H,2,4H2,1H3/p+1	R2|R2|R12|R25|R46|	B	
373	alfentanil, rapifen		CCN1N=NN(CCN2CCC(COC)(N(C3=CC=CC=C3)C(CCC)=O)CC2)C1=O	nan|nan|nan|	-0.71	InChI=1S/C22H34N6O3/c1-4-9-20(29)28(19-10-7-6-8-11-19)22(18-31-3)12-14-25(15-13-22)16-17-27-21(30)26(5-2)23-24-27/h6-8,10-11H,4-5,9,12-18H2,1-3H3	R18|R26|R27|	B	
374	6-mercaptopurine	3,7-dihydropurine-6-thione	C1=NC2=C(N1)C(=S)N=CN2	667490.0|667490.0|667490.0|	-0.71	InChI=1S/C5H4N4S/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)	R18|R26|R27|	B	
375	quinidine		O[C@H]([C@]1([H])[C@@H](CC2)CC(C=C)[C@@H]2C1)c3c4cc(OC)ccc4ncc3	nan|nan|nan|	-0.7	InChI=1S/C21H25NO2/c1-3-13-10-15-5-4-14(13)11-18(15)21(23)17-8-9-22-20-7-6-16(24-2)12-19(17)20/h3,6-9,12-15,18,21,23H,1,4-5,10-11H2,2H3/t13?,14-,15-,18-,21-/m0/s1	R18|R26|R27|	B	
376	levocabastine hydrochloride	1-[4-cyano-4-(4-fluorophenyl)cyclohexyl]-3-methyl-4-phenylpiperidine-4-carboxylic acid	CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F	3915.0|3915.0|3915.0|3915.0|3915.0|	-0.7	InChI=1S/C26H29FN2O2/c1-19-17-29(16-15-26(19,24(30)31)21-5-3-2-4-6-21)23-11-13-25(18-28,14-12-23)20-7-9-22(27)10-8-20/h2-10,19,23H,11-17H2,1H3,(H,30,31)	R2|R2|R25|R46|R47|	B	
377	5-chloro-4-methyl-1,4-dihydroquinazolin-2-amine	5-chloro-4-methyl-1,4-dihydroquinazolin-2-amine	CC1C2=C(C=CC=C2Cl)NC(=N1)N	16006492.0|16006492.0|16006492.0|16006492.0|16006492.0|	-0.7	InChI=1S/C9H10ClN3/c1-5-8-6(10)3-2-4-7(8)13-9(11)12-5/h2-5H,1H3,(H3,11,12,13)	R2|R2|R20|R25|R46|	B	
378	2-o-methyl-paf (c)	(2-methoxy-3-octadecoxypropyl) 2-(trimethylazaniumyl)ethyl phosphate	CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC	1393.0|1393.0|1393.0|1393.0|1393.0|	-0.7	InChI=1S/C27H58NO6P/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-23-32-25-27(31-5)26-34-35(29,30)33-24-22-28(2,3)4/h27H,6-26H2,1-5H3/p+1	R20|R2|R2|R25|R46|	B	
379	mitratapid	2-[(2r)-butan-2-yl]-4-[4-[4-[4-[[(2s,4r)-2-(4-chlorophenyl)-2-[(4-methyl-1,2,4-triazol-3-yl)sulfanylmethyl]-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-1,2,4-triazol-3-one	CC[C@@H](C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@@H]5CO[C@@](O5)(CSC6=NN=CN6C)C7=CC=C(C=C7)Cl	213047.0|213047.0|213047.0|213047.0|	-0.7	InChI=1S/C36H41ClN8O4S/c1-4-26(2)45-35(46)44(25-39-45)31-11-9-29(10-12-31)42-17-19-43(20-18-42)30-13-15-32(16-14-30)47-21-33-22-48-36(49-33,27-5-7-28(37)8-6-27)23-50-34-40-38-24-41(34)3/h5-16,24-26,33H,4,17-23H2,1-3H3/t26-,33-,36-/m1/s1	R2|R2|R25|R46|	B	
380	chembl239099	4-[4-[4-(1-cyclobutylpiperidin-4-yl)oxyphenyl]-3-oxopiperazine-1-carbonyl]benzonitrile	C1CC(C1)N2CCC(CC2)OC3=CC=C(C=C3)N4CCN(CC4=O)C(=O)C5=CC=C(C=C5)C#N	15987108.0|15987108.0|15987108.0|	-0.7	InChI=1S/C27H30N4O3/c28-18-20-4-6-21(7-5-20)27(33)30-16-17-31(26(32)19-30)23-8-10-24(11-9-23)34-25-12-14-29(15-13-25)22-2-1-3-22/h4-11,22,25H,1-3,12-17,19H2	R18|R26|R27|	B	
381	granisetron	1-methyl-n-(9-methyl-9-azabicyclo[3.3.1]nonan-3-yl)indazole-3-carboxamide	CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C	3510.0|3510.0|3510.0|3510.0|3510.0|3510.0|3510.0|3510.0|3510.0|3510.0|	-0.69	InChI=1S/C18H24N4O/c1-21-13-6-5-7-14(21)11-12(10-13)19-18(23)17-15-8-3-4-9-16(15)22(2)20-17/h3-4,8-9,12-14H,5-7,10-11H2,1-2H3,(H,19,23)	R2|R2|R8|R21|R25|R27|R43|R46|R47|R36|	B	
